,title,lyrics,text_author,composer,artist
370,Dla Michasia,nie wierzyłem dobry boże że się zdarzyć tyle może że cię kiedyś mały synku będę miał spadłeś z nieba mi akurat kiedy szedłem z głową w chmurach niedospany skacowany i jak palec sam dam ci plecak pełen marzeń grać nauczę na gitarze na barana cię przeniosę przez świat smutny jak kalosze miejsca zagrzać nie umiałem trochę grałem malowałem życie mi się nieustannie wychylało z ram spadłeś z nieba mi akurat kiedy szedłem z głową w chmurach niedospany skacowany i jak palec sam dam ci plecak pełen marzeń grać nauczę na gitarze na barana cię przeniosę przez świat smutny jak kalosze może kiedyś ci opowiem kim są ludzie a kim człowiek o jaszczurkach w skórze kobiet które sączą jad może kiedyś a na razie dam ci plecak pełen marzeń i poniosę na barana przez parszywy świat dam ci plecak pełen marzeń grać nauczę na gitarze na barana cię przeniosę przez świat smutny jak kalosze ,,,
371,Kara Barabasza,w karczmie z widokiem na golgotę możesz się dzisiaj napić z łotrem leje się wino krwawe złote stoły i pyski świecą mokre ten ścisk to zysk dla gospodarza wieść się po mieście szerzy chyża że można ujrzeć tu zbrodniarza co właśnie wyłgał się od krzyża żyjemy dobra nasza co z życia chcesz za życia bierz pijmy za barabasza barabasz pije też pije lecz mowy nie odzyskał jeszcze nie pojął że ocalał dłoń która kubek wina ściska jakby ściskała łeb bretnala stopy pod stołem plącze w tańcu szaleńca co o drogę pyta każda z nich stopą jest skazańca a wolna żywa nieprzebita żyjemy dobra nasza co z życia chcesz za życia bierz pijmy za barabasza barabasz pije też piją mieszczanie i żebracy żołdacy odstawili włócznie i piją też po ciężkiej pracy bawi się całe miasto hucznie namiestnik dał dowody łaski bez łaski czymże byłby żywot toasty śpiewy i oklaski jest na tym świecie sprawiedliwość żyjemy dobra nasza co z życia chcesz za życia bierz pijmy za barabasza barabasz pije też ryknął barabasz śmiechem wreszcie ręce szeroko rozkrzyżował i poszła nowa wieść po mieście żyje żartuje bestia zdrowa słychać w pałacu co się święci próżno się piłat usnąć stara bezładnie tańczą mu w pamięci słowa polityka tłum i wiara żyjemy dobra nasza co z życia chcesz za życia bierz pijmy za barabasza barabasz pije też w karczmie z widokiem na golgotę blask świtu po skorupach skacze gospodarz przegnał precz hołotę i liczy zysk barabasz płacze w karczmie z widokiem na golgotę blask świtu po skorupach skacze gospodarz przegnał precz hołotę i liczy zysk barabasz płacze barabasz płacze żyjemy dobra nasza co z życia chcesz za życia bierz pijmy za barabasza barabasz człowiek też ,Jacek Kaczmarski,Jacek Kaczmarski,Jacek Kaczmarski
372,Mędrcy świata,mędrcy świata monarchowie gdzie spiesznie dążycie powiedzcież nam trzej królowie chcecie widzieć dziecię ono w żłobie nie ma tronu i berła nie dzierży a proroctwo jego zgonu już się w świecie szerzy mędrcy świata złość okrutna dziecię prześladuje wieść okropna wieść to smutna herod spisek knuje nic monarchów nie odstrasza do betlejem spieszą gwiazda zbawcę im ogłasza nadzieją się cieszą przed maryją stoją społem niosą panu dary przed jezusem biją czołem składają ofiary trzykroć szczęśliwi królowie któż wam nie zazdrości cóż my damy kto nam powie pałając z miłości tak jak każą nam kapłani damy dar troisty modły pracę niosąc w dani i żar serca czysty to kadzidło mirrę złoto niesiem jezu szczerze co dajemy ci z ochotą od nas przyjm w ofierze ,,,
373,Piosenka o królu i żołnierzach,a kiedy na państwo ościenne wyruszał nasz król królowa na drogę sucharów mu wór nasuszyła i dziury na szatach mężowskich starannie zaszyła i w dwóch zawiniątkach mu dała machorkę i sól a kiedy się żegnał i zamku przekroczyć miał próg objęła go czule i łzę uroniła rzęsistą a dajże im w kość bo okrzyczy cię lud pacyfistą i zabierz im słodkie pierniczki bo przecież to wróg pod wodzą kaprala oddziały czekają już dwa trzech smutnych żołnierzy i tyluż żołnierzy wesołych rzekł król furda prasa i radio i cztery żywioły victoria nas czeka i w ogóle chłopcy hurra nim zmilkły oklaski marszowa rozległa się pieśń po drodze do armii król rozkaz skierował odgórny wesołych żołnierzy dać kazał do intendentury a smutnych żołnierzy zostawił w piechocie i cześć i oto jutrzenka zwycięstwa już błyska zza chmur trzech smutnych żołnierzy spisano co prawda na manko a kapral moralny pion tracąc ożenił się z branką lecz łupem zwycięzców ogromny pierniczków padł wór więc grzmijcie orkiestry niech serca uderzą nam w takt niech smutek przelotny nam piersi radosnej nie gniecie cóż smutnym żołnierzom po życiu na wesołym świecie a słodkich pierniczków dla wszystkich nie starczy i tak ,Bułat Okudżawa,Bułat Okudżawa,Bułat Okudżawa
374,Zbroja,dałeś mi panie zbroję dawny kuł płatnerz ją w wielu pogięta bojach w wielu ochrzczona krwią w wykutej dla giganta potykam się co krok bo jak sumienia szantaż uciska lewy bok lecz choć zaginął hełm i miecz dla ciała żadna w niej ostoja to przecież w końcu ważna rzecz zbroja magicznych na niej rytów dziś nie odczyta nikt ale wykuta z mitów i wieczna jest jak mit do ciała mi przywarła przeszkadza żyć i spać a tłum się cieszy z karła co chce giganta grać lecz choć zaginął hełm i miecz dla ciała żadna w niej ostoja to przecież w końcu ważna rzecz zbroja a taka w niej powaga dawno zaschniętej krwi że czuję jak wymaga i każe rosnąć mi być może nadaremnie lecz stanę w niej za stu zdejmij ją panie ze mnie jeśli umrę podczas snu bo choć zaginął hełm i miecz dla ciała żadna w niej ostoja to przecież w końcu ważna rzecz zbroja wrzasnęli hasło wojna zbudzili hufce hord zgwałcona noc spokojna ogląda pierwszy mord goreją świeże rany hańbiona płonie twarz lecz nam do obrony dany pamięci pancerz nasz więc choć za ciosem pada cios i wróg posiłki śle w konwojach nas przed upadkiem chroni wciąż zbroja wywlekli pudła z blachy napchali kul do luf i straszą sami w strachu strzelają do ciał i słów zabrońcie żyć wystrzałem niech zatryumfuje gwałt nad każdym wzejdzie ciałem pamięci żywej kształt choć słońce skrył bojowy gaz i żołdak pławi się w rozbojach wciąż przed upadkiem chroni nas zbroja wytresowali świnie kupili sobie psy i w pustych słów świątyni stawiają ołtarz krwi zawodzi przed bałwanem półślepy kapłan łgarz i z każdym nowym zdaniem hartuje pancerz nasz choć krwią zachłysnął się nasz czas choć myśli toną w paranojach jak zawsze chronić będzie nas zbroja ,Jacek Kaczmarski,Jacek Kaczmarski,Jacek Kaczmarski
375,Pożegnalny ton, chyba dobrze wiesz już jaką z dróg popłyniesz kiedy serce rośnie ci nadzieją że jeszcze są schowane gdzieś nieznane lądy które życie twe odmienią chyba dobrze wiesz już jaką z dróg wśród fal i białej piany statek twój popłynie a jeśli tak spotkamy się na jakiejś łajbie którą szczęście swe odkryjesz morza i oceany grzmią pieśni pożegnalny ton jeszcze nieraz zobaczymy się czas stawiać żagle i z portu wyruszyć nam w rejs w kolorowych światłach keja lśni i główki portu sennie mówią do widzenia a jutro gdy nastanie świt w rejs wyruszymy by odkrywać swe marzenia morza i oceany grzmią pieśni pożegnalny ton jeszcze nieraz zobaczymy się czas stawiać żagle i z portu wyruszyć nam w rejs nim ostatni akord wybrzmi już na pustej scenie nieme staną mikrofony ostatni raz śpiewamy dziś na pożegnanie wszystkim morzem urzeczonym morza i oceany grzmią pieśni pożegnalny ton jeszcze nieraz zobaczymy się czas stawiać żagle i z portu wyruszyć nam w rejs ,Sławomir Klupś,Sławomir Klupś,Altantyda
376,Hej przyjaciele,tam dokąd chciałem już nie dojdę szkoda zdzierać nóg już wędrówki naszej wspólnej nadchodzi kres wy pójdziecie inną drogą zostawicie mnie odejdziecie sam zostanę na rozstaju dróg hej przyjaciele przyjaciele hej zostańcie ze mną przecież wszystko to co miałem oddałem wam hej przyjaciele przyjaciele hej choć chwilę jedną znowu w życiu mi nie wyszło znowu będę sam znów spóźniłem się na pociąg i odjechał już tylko jego mglisty koniec zamajaczył mi stoję smutny na peronie z tą walizką jedną tak jak człowiek który zgubił od domu swego klucz hej przyjaciele przyjaciele hej zostańcie ze mną przecież wszystko to co miałem oddałem wam hej przyjaciele przyjaciele hej choć chwilę jedną znowu w życiu mi nie wyszło znowu będę sam tam dokąd chciałem już nie dojdę szkoda zdzierać nóg już wędrówki naszej wspólnej nadchodzi kres wy pójdziecie inną drogą zostawicie mnie zamazanych drogowskazów nie odczytam już hej przyjaciele przyjaciele hej zostańcie ze mną przecież wszystko to co miałem oddałem wam hej przyjaciele przyjaciele hej choć chwilę jedną znowu w życiu mi nie wyszło znowu będę sam ,Paweł Kasperczyk,Paweł Kasperczyk,Babsztyl
377,Na kredyt zaufania,krzątasz się po całej makatce że w bezruchu cię nie uchwycę do krwi masz powyszywane palce a pod oczami smutne księżyce mówisz mi czasem że wyjedziemy w góry gdzie słońce pszenice sieje lecz zawsze jakoś nam schodzi choć ciągle mamy jeszcze nadzieje a w mieście tylko jedna pora roku makatka mieszkania szara żyjemy całkiem parterowo na kredyt zaufania ,Adam Ziemianin,Robert Leonhard,Małżeństwo z Rozsądku
378,Noc albo oczekiwanie na śniadanie,ty się pochyl różabóg ty się do mnie pochyl i i na ucho jak kolczyk różabóg aaa moje ucho ma dzban z niego pić tylko tobie nikomu a twój kolczyk jak ucho na dzban aaa o modlitwy mnie wabisz o wabisz że błysk noża w najpiękniejsze serce kozy aaa z tobą czystość zachować to gorzej każdy lew by się spalił już dawno las popiołu z jego grzywy nic więcej aaa ty się pochyl różabóg ty się do mnie pochyl we mnie wytryśniemy jak słońce wytryśnie aaa aaa ,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo
379,Zazdrość,są chwile gdy wolałabym martwym widzieć cię nie musiałabym się tobą dzielić nie nie gdybym mogła schowałabym twoje oczy w mojej kieszeni żebyś nie mógł oglądać tych które są dla nas zagrożeniem do pracy nie mogę puścić cię nie nie tam tyle kobiet każda w myślach gwałci cię złotą klatkę sprawię ci będę karmić owocami a do nogi przymocuję złotą kulę z diamentami ,,,Hey
380,Ballada antysojowa,brnąłem do ciebie barze przez mrozy i wiatry przez śnieżyce i zaspy fagarasz i tatry przez bezbarwne bez smaku kotlety sojowe i wreszcie mięso w barze o tyle lepsze od soi że aż odbiera mowę a teraz jeść nareszcie jeść mięsiwa nie soję smakowe kubki cieszą się a jelita z tęsknoty aż stoją cięlęcina wołowina zapachem swym nęci od mięsa krów szalonych krów wprost w głowie się kręci vivat mięso płyną przeze mnie kęsy rozkoszy dodając wielka jest kiełbasy moc o jej smaku nie wspominając tkwi w moim wnętrzu mięso z mięsa siła ogromna powstaje kwatermistrz soi z tesco fan nawet nie wie ile dobre mięso daje mięso mięso wspaniałe jest a soja nie całkiem jak soję zjesz to bardzo chcesz kwatermistrza uderzyć wałkiem marzy mi się marzy mi się z kiełbasą fasolka jeśli kwatermistrz soję da to będzie rozpierdolka ,Jakub Pochrybniak,Krzysztof Myszkowski,"21. WDH ""Stare Żbiki"""
381,Ballada o człowieku z kwiatami,zbierał człowiek na łące kwiaty pięknie pachnące kwiaty pięknie kwitnące zrywał człowiek na łące piękne kwiaty hej na łące piękne kwiaty najpierw były rumianki białe jak śnieg jest biały człowiek stał wśród rumianków człowiek biały był cały wśród rumianków cały biały wśród rumianków druga łąka zielona hej zielona tam trawa człowik rzucił rumianek jął zielonym się stawać hej zielonym hej się stawać hej zielonym ach cudowna jest zieleń pięknie żyć wśród zieleni jednak nudzi się człowiek życie pragnie odmienić hej odmienić życie pragnie hej odmienić hej zakwitły już maki maki piękne czerwone hej kuszące są maki człowiek ruszył w ich stronę hej w czerwone ruszył w stronę hej w czerwone maki zwiędły i zbladły koniec ich jakże marny człowiek czerwień porzucił żeby stanąć przy czarnym żeby stanąc hej przy czarnym żeby stanąć idzie człowiek po łące zrywa kwiaty pachnące wypatrując na polu spokojniejszych kolorów hej kolorów spokojniejszych hej kolorów ,Krzysztof Daukszewicz,Krzysztof Daukszewicz,Krzysztof Daukszewicz
382,Ballada o arenie cyrkowej,na koniec rozwiązano teatr więc cała w sztucznych ogniach teraz kręci się arena cyrkowa naszych czasów metafora nic tu na pewno wszystko na niby małpka jest w cyrku idolem karzeł podkręca szatańską korbkę arena toczy się kołem niczym piłeczki w palcach żonglerów duszyczki nasze wirują w koło życie przestało być sztuką i stało się sztuczką cyrkową dwie siostry syjamskie prawda kłamstwo wbiegają w zwinnych podskokach nikt nie odróżni jednej od drugiej są w jednakowych trykotach bóg gdyby nawet w krzaku ognistym pojawił się między nami mówilibyśmy że to magik kolejną sztuczką nas mami lecz dokąd można w cyrku żyć pytamy stojąc na głowie słyszymy drwiący błazna śmiech i to jedyna odpowiedź ,Józef Baran,Krzysztof Myszkowski,Stare Dobre Małżeństwo
383,Pieśń o śnie,z zimna drżąc przy domowym ognisku zasłuchani w głodowy kiszek marsz po ostatnim wypijmy kieliszku zanim świecy dotli się blask papierosa puśćmy dokoła przeczytajmy z zakazanych coś ksiąg bo nad ranem nikt przecież nie woła nikt nie wywoła nas stąd gdzie łajdak pokaja się szczerze gdzie złodziej odda swój łup gdzie ktoś zanim powie nie wierzę świętemu upadnie do stóp gdzie krzywdy nie będą pomszczone lecz wynagrodzone do cna gdzie dziecko bezpiecznie zrodzone siądzie obok jagnięcia i lwa otuleni w swoją obecność czując w ustach wspomnienia smak nie dbajmy o świadomą konieczność co w twarze sypie nam mak noc jest jedna i świt jest po nocy pod zamkniętą powieką trwa blask i nikomu nie zabraknie pomocy dopóki nie zabraknie mu nas gdzie zdrada to wtręt z obcej mowy podobnie jak przemoc i gwałt gdzie myśli nie chowa się w słowa lecz jawny jej daje się kształt gdzie rozpacz i ból są kojone i żadna nie kala się łza gdzie dziecko bezpiecznie zrodzone siądzie obok jagnięcia i lwa ktoś powie to senne marzenie nie ma nic prawdziwszego od snu więc w obecność swą otuleni wspólnie wyśnimy go tu ktoś powie to senne marzenie nie ma nic prawdziwszego od snu więc w obecność swą otuleni wspólnie wyśnimy go tu ,Jacek Kaczmarski,Przemysław Gintrowski,
384,Morze Północne,słuchajcie morscy bracia jak w linach śpiewa wiatr o strasznym losie majtka co zwał się jan van dyck pod nogą pokład chwiejny portowych tawern gwar północne morze wokół i przyjaźń w szklance grogu bogactwo tylko takie znał dowodził nim kapitan co morski zgłębił fach pochodził z amsterdamu i piękną córkę miał niejeden więc marynarz u stóp jej serce kładł kapitan był jak morze północne zimne morze żadnemu chłopcu nigdy nie był rad a gdy hiszpańskich królów z holandii wygnał lud kapitan powiódł okręt swój strzec amsterdamu wrót jesienny czas już nastał świat cały tonął we mgle wtem z masztu ktoś zawołał hiszpański widzę okręt krzyknęli więc hiszpanom śmierć usłyszał to kapitan na pokład spiesznie zbiegł znak krzyża skreślił szpadą i tak załodze rzekł ten z was co wrogi okręt na morza pośle dno zostanie nagrodzony bogactwem niezmierzonym za żonę pojmie córkę mą spojrzeli na grzywacze i w oczach mieli strach gdy nie chce nikt ja pójdę powiedział jan van dyck w jesienne morze skoczył popłynął poprzez toń łaskawe bądź mi morze i ocal mnie boże szepnął dziurawiąc galeonu dno wśród fal jan znowu płynie gdzie okręt czekać miał wtem widzi że jego okręt wziął kurs na amsterdam oszukał go kapitan miast córki śmierć mu dał dokoła tylko morze północne zimne morze i ludzkiej zdrady gorzki smak ,,,
385,Piosenka dla córki,nie mam teraz czasu dla ciebie nie widziała cię długo matka jeszcze trochę poczekaj dorośnij opowiemy ci o tych wypadkach o tych dniach pełnych nadziei pełnych rozmów i sporów gorących o tych nocach kiepsko przespanych naszych sercach mocno bijących o tych ludziach którzy poczuli że są wreszcie teraz u siebie solidarnie walczą o dzisiaj i o jutro także dla ciebie więc się nie smuć i czekaj cierpliwie aż powrócisz w nasze objęcia w naszym domu który nie istniał bo w nim brak było prawdziwego szczęścia ,Krzysztof Kasprzyk,Maciej Pietrzyk,Maciej Pietrzyk
386,Zielony płomień,w dąbrowy gęstym listowiu błyska zielona skra trzepoce z wiatrem jak płomień mundur harcerski nasz czapka troszeczkę na bakier dusza rogata w niej wiatr polny w uszach i kwiaty w pachnących włosach drzew tam gdzie się kończy horyzont leży nieznany ląd ziemia jest trochę garbata więc go nie widać stąd kreską przebiega błękitną strzępioną pasmem gór żeglują ku tej granicy białe okręty chmur gdzie niskie niebo usypia na rosochatych pniach gdziekolwiek namiot rozpinam będzie kraina ta zieleń o zmroku wilgotna z niebieską plamką dnia cisza jak gwiazda ogromna w grzywie złocistych traw w dąbrowy gęstym listowiu błyska zielona skra trzepoce płomień zielony mundur harcerski nasz czapka troszeczkę na bakier lecz nie poprawiaj jej polny za uchem masz kwiatek duszy rogatej lżej ,Marek Dagnan; Bogusław Choiński,Andrzej Kurylewicz,
387,Opadły mgły wstaje nowy dzień,opadły mgły i miasto ze snu się budzi górą czmycha już noc ktoś tam cicho czeka by ktoś powrócił do gwiazd jest bliżej niż krok pies się włóczy popod murami bezdomny niesie się tęsknota czyjaś na świata cztery strony a ziemia toczy toczy swój garb uroczy toczy toczy się los ty co płaczesz ażeby śmiać mógł się ktoś już dość już dość już dość odpędź czarne myśli dość już twoich łez niech to wszystko przepadnie we mgle bo nowy dzień wstaje bo nowy dzień wstaje nowy dzień wstaje nowy dzień z dusznego snu już miasto się wynurza słońce wschodzi gdzieś tam tramwaj na przystanku zakwitł jak róża uchodzą cienie do bram ciągną swoje wózki dwukółki mleczarze nad dachami snują się sny podlotków pełne marzeń a ziemia toczy toczy swój garb uroczy toczy toczy się los ty co płaczesz ażeby śmiać mógł się ktoś już dość już dość już dość odpędź czarne myśli porzuć błędny wzrok niech to wszystko zabierze już noc bo nowy dzień wstaje bo nowy dzień wstaje nowy dzień wstaje nowy dzień ,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo
388,Ocean,oceanie sinowłosy białe statki ku mnie wyślij dwa kamyki moje myśli na otwartych dłoniach niosę daj mi miejsce w głębi morza szczyptę lądu szczyptę skały tu zbuduję zamek biały tutaj gniazdo swe założę gdzieś daleko w stu stolicach żyją ludzie biją w dzwony niezliczone bataliony przyczajone na granicach marszałkowie szklanoocy palą owce i dziewczęta kto o kwiatach dziś pamięta szumią giełdy w głębi nocy w głębi morza zabłąkany nie chcę nic o ludziach słyszeć biały kolor kolor ciszy w moim zamku białe ściany w moim zamku gdzieś w ogrodzie będę czytać wschodnie baśnie zanim słońce w morzu zgaśnie żeby z morza powstać co dzień a gdy ludzie wypełnieni nienawiścią w jednej chwili zniszczą wszystko co stworzyli wielkim ogniem z wnętrza ziemi znikną lądy zniknie morze nie wie nikt co będzie potem w białych światach ja z powrotem w łonie matki się ułożę ,Mirosław Hrynkiewicz,Mirosław Hrynkiewicz,Wolna Grupa Bukowina
389,Piosenka turystyczna 1,szliśmy tak już chyba szósty dzień przed nami stoi szczyt cel naszej drogi szliśmy tak już chyba szósty dzień po bokach wysychały siana stogi ani świeci słońce ani pada deszcz w tym roku góry jakieś takie szliśmy tak już chyba szósty dzień aż kapeć powiedział czas w doliny nam wyruszyć może napotkamy jakiś sklep i parę flaszek piwa uda się osuszyć a tam było jak w raju o której byś nie przyszedł zawsze piwo dają szliśmy tak już chyba szósty dzień a w każdej knajpie tak co najmniej cztery piwa za oknami ciągle sterczy szczyt a drogi jakoś wcale nie ubywa piwo albo góry powiedziałem odpowiedział oczywiście góry kelner jeszcze cztery piwa ani świeci słońce ani pada deszcz w tym roku góry jakieś takie ,Krzysztof Jurkiewicz,Mariusz Kamper,Słodki Całus od Buby
390,Idą skauci,idą skauci łez doliną nocką głuchą nocką siną raz dwa trzy hej druhowie gdzie idziecie czego szukacie po świecie raz dwa trzy my idziemy w zórz świtanie tam gdzie polski zmartwychwstanie raz dwa trzy ramię w ramię druhu miły w pełni mocy w pełni siły raz dwa trzy siła nasza w sercach będzie z nią zwyciężym wroga wszędzie raz dwa trzy poprzez burze i zawieje lepsza przyszłość polsce dnieje raz dwa trzy w zbożnej pracy w ducha trudzie rzucim światu pieśń o cudzie raz dwa trzy będziem śpiewać pieśń radości o wspaniałym dniu wolności raz dwa trzy raz dwa trzy raz dwa trzy ,,,
391,Gdziekolwiek,gdziekolwiek będziesz cokolwiek się stanie będą miejsca w książkach i miejsca przy stole kasztan kiedy kwitnie lub owoc otwiera będą drzewa ulice ktoś nagle zawoła ktoś do drzwi zapuka pamięć przyniesie z kwiatem z godziną z kolorem gdziekolwiek będziesz cokolwiek się stanie gdziekolwiek będziesz gdziekolwiek będziesz cokolwiek się stanie będą miejsca w książkach i miejsca przy stole kasztan kiedy kwitnie lub owoc otwiera wciąż będzie początek bo wszędzie są mosty prawdziwe jak powietrze ode mnie do ciebie gdziekolwiek będę cokolwiek się stanie gdziekolwiek będę gdziekolwiek będziesz cokolwiek się stanie będą miejsca w książkach i miejsca przy stole kasztan kiedy kwitnie lub owoc otwiera będą drzewa ulice ktoś nagle zawoła ktoś do drzwi zapuka pamięć przyniesie z kwiatem z godziną z kolorem gdziekolwiek będziesz cokolwiek się stanie gdziekolwiek będziesz ,,,
392,Kaganek, nocą każdą zapalasz kaganek płomień chwieje się tańczy i drga by wskazywać drogę zbłąkanym w oknie twoim się pali do dnia do dnia do dnia każdy z nas szuka gdzieś swego światła by mu drogę wskazało przez mrok każdy z nas wierzy w mały kaganek by móc prędzej w tę noc zrobić krok zrobić krok zrobić krok może kiedy i ty stąd wyruszysz przyjdzie nocą wędrować przez trakt jakoś raźniej ci będzie na duszy gdy światełko zobaczysz wśród chat wśród chat wśród chat każdy z nas szuka gdzieś swego światła by mu drogę wskazało przez mrok każdy z nas wierzy w mały kaganek by móc prędzej w tę noc zrobić krok zrobić krok zrobić krok ,,,
393,Imperatyw,będziemy szli nieprzerwanie w ulewie skwarze huraganie przez chwiejne mosty grząskie bagna chaszcze pustynie i mokradła będziemy szli przez zamiecie przez grudnie marce czerwce sierpnie upalne lata mroźne zimy będziemy szli nie zawrócimy z wiarą w następny zakręt drogi co znów okaże się nie ten w tajne przymierze z panem bogiem w naszego trudu jakiś sens będziemy szli bez wytchnienia upadający ze zmęczenia bez gromkich fanfar i okrzyków bez pozy dumnych wojowników będziemy szli wbrew logice powolnym marszem całe życie będziemy mówić że już dosyć i dalej dalej dalej kroczyć z wiarą w następny zakręt drogi co znów okaże się nie ten w tajne przymierze z panem bogiem w naszego trudu jakiś sens ,Piotr Bakal,Krzysztof Myszkowski,Stare Dobre Małżeństwo
394,Whisky,mówią o mnie w mieście co z niego za typ wciąż chodzi pijany pewnie nie wie co to wstyd brudny niedomyty w stajni ciągle śpi czego szukasz w naszym mieście idź do diabła mówią mi ludzie pełni cnót ludzie pełni cnót chciałem kiedyś zmądrzeć po ich stronie być spać w czystej pościeli co dzień świeże mleko pić naprawdę chciałem zmądrzeć po ich stronie być pomyślałem więc o żonie żeby stać się jednym z nich stać się jednym z nich stać się jednym z nich miałem na oku hacjendę wspaniałą mówię wam lecz nie chciała w niej zamieszkać żadna z pięknych dam wszystkie śmiały się wołając wołając za mną wciąż bardzo ładny frak masz billy ale kiepski byłby z ciebie kiepski byłby mąż kiepski byłby mąż whisky moja żono tyś najlepszą z dam już mnie nie opuścisz nie nie będę nigdy sam mówią whisky to nie wszystko można bez niej żyć lecz nie wiedzą ludzie o tym że najgorsze w świecie tym to samotnym być to samotnym być ,,,Dżem
395,Gór mi mało, drogi mistrzu mistrzu mojej drogi mistrzu jerzy i mistrzu wojciechu przez was w górach schodziłem nogi nie mogąc złapać oddechu gór co stoją nigdy nie dogonię znikających punktów na mapie jakie miejsce nazwę swym domem jakim dotrę do niego szlakiem gór mi mało i trzeba mi więcej żeby przetrwać od zimy do zimy ktoś mnie skazał na wieczną wędrówkę po śladach które sam zostawiłem góry góry i ciągle mi nie dość skazanemu na gór dożywocie świat na dobre mi zbieszczadział szczyty wolnym mijają mnie krokiem pańscy święci święci bezpańscy święty jerzy mikołaju michale starodawni gór świętych mieszkańcy imię wasze pieśniami wychwalam gór co stoją nigdy nie dogonię znikających punktów na mapie i chaty by nazwać ją swym domem do której żaden szlak by nie trafił gór mi mało i trzeba mi więcej żeby przetrwać od zimy do zimy ktoś mnie skazał na wieczną wędrówkę po śladach które sam zostawiłem góry góry i ciągle mi nie dość skazanemu na gór dożywocie świat na dobre mi zbieszczadział szczyty wolnym mijają mnie krokiem ,Tom Borkowski,Wojciech Szymański,Dom o zielonych progach
396,Pietruszka, kiedy myślę jak wielkim przypadkiem jest to nasze tutaj spotkanie to wydaje mi się że tylko cudem zdążyłeś na nie mój panie gdybyś się przecież urodził sto lat temu albo za rzeką i był pietruszką albo słoniem duszom byłoby za daleko ,Ania Lorenc,Urszula Wojciechowska,
397,Bieszczady, tu w dolinach wstaje mgłą wilgotny dzień szczyty ogniem płoną stoki kryje cień mokre rosą trawy wypatrują dnia ciepła które pierwszy słońca promień da cicho potok gada gwarzy pośród skał o tym deszczu co z chmury trochę wody dał świerki zapatrzone w horyzontu kres głowy pragną wysoko jak najwyżej wznieść tęczą kwiatów barwny połoniny łan słońcem wypełniony jagodowy dzban pachnie świeżym sianem pokos pysznych traw owiec dzwoneczkami cisza niebu gra cicho potok gada gwarzy pośród skał o tym deszczu co z chmury trochę wody dał świerki zapatrzone w horyzontu kres głowy pragną wysoko jak najwyżej wznieść serenadą świerszczy kaskadami gwiazd noc w zadumie kroczy mroku ścieląc płaszcz wielkim wozem księżyc rusza na swój szlak pozłocistym sierpem gasi lampy dnia cicho potok gada gwarzy pośród skał o tym deszczu co z chmury trochę wody dał świerki zapatrzone w horyzontu kres głowy pragną wysoko jak najwyżej wznieść ,Andrzej Starzec,Andrzej Starzec,Andrzej Starzec
398,Leniwa niedziela,jadą auta małe duże roztrącają w krąg kałuże bo orzekli w radio spece będzie ciepło jak za piecem nie przekracza nikt sześćdziesiąt nie ma takich co się spieszą mają dziś obywatele leniwą niedzielę asfalt pachnie świeżym deszczem jak podłogi przedświąteczne co w nadwoziach aut seryjnych tworzy nastrój familijny ludzie dobrzy są od rana jak z audycji w jezioranach w taki dzień gdy wypadnie nawet złodziej nie kradnie pani lekkich obyczajów porzuciła wrota raju wraca wolno prosto z essen swoim pierwszym mercedesem puder spływa jej po twarzy i przeszkadza w jeździe marzyć jak tu łóżko wymościć by się oddać z miłości docent z chłopskim pochodzeniem jedzie w nowym volkswagenie jego dzieci widzą w rowie chłopca który je razowiec też by zjadły coś takiego coś innego coś wiejskiego ale tata się złości że chcą jeść tak jak prości dyplomatę sen rozbudził że ma żyć wśród prostych ludzi jedzie wolno wedle mody w dwa służbowe samochody szofer w randze porucznika sennie wiezie dostojnika drzemie pani jego żona i znudzona ochrona a chłopaki z braku zdarzeń grają w karty na radarze kto przegrywa ten ma z głowy plik mandatów kredytowych sierżant nie ma dzisiaj fartu więc prywatnie tak dla żartu wsadził blotki do ula i powiedział mam fula a po drodze mkną górnicy naukowcy urzędnicy nawet chłopi czując bluesa dołączyli na ursusach tylko czasem jakieś auto zjeżdża wolno w rowu stronę a kolumna jak salwą żegna zgubę klaksonem a na stacji benzynowej ajent włożył strój wyjściowy salutuje samochodom które dziś donikąd wiodą nie przekracza nikt sześćdziesiąt nie ma takich co się spieszą mają dziś obywatele leniwą niedzielę ,Krzysztof Daukszewicz,,
