,title,lyrics,text_author,composer,artist
1371,Testament, idę samotnie wśród gór zagubionych w świecie wiatr tylko ścieżki me zna słońce niebawem za horyzont się wyniesie lasem zawładnie mgła gdy wśród ciemności ognik jakiś ujrzę będzie to dobry znak nowych ludzi poznam od nich się nauczę gawęd starych tak jak ja niech każdy z was się dowie że traci nie będąc tu świerk szumem ci opowie co zaszło przed lat stu strumień orzeźwi stopy i on kiedyś wodę dał spragnionym w upał wędrowcom co szli tędy tak jak ja góra za górą chowa swe oblicze lecz te dokładnie już znam nic mi nie ujdzie wszystko zaliczę chociaż to ziemi szmat wciąż lat przybywa i świat się też starzeje cóż naturalna to rzecz ten co przeglądać będzie stare szpargały może przeczyta ten tekst niech każdy z was się dowie ,,,Arkadiusz Belica
1372,W lesie listopadowym, wokół góry góry i góry i całe moje życie w górach ileż piękniej drozdy leśne śpiewają niż śpiewak płatny na chórach wokół lasy lasy i wiatr i całe moje życie w wiatru świstach wszyscy których kocham wita was modrzewia ikona złocista jak łasiczki ścieżka w śniegach droga życia była kręta teraz z lasów zeszła na mnie młodych jodeł zieleń święta nieludzką ręką malowany jest wielki smutek duszy mojej lecz nawet złockiej ikonie ja nigdy nic nie powiem wokół góry góry ważne są tylko kopuły pieśni które na górze wysokiej zostaną nikt nie szuka inicjałów cieśli gdy cieśle dom postawią przyjaciele którzy jemioły czcicie dobrze że chodzicie światem wkrótce jodełkę zieloną spalicie by darzyła was ciepłym latem wokół góry góry ,Jerzy Harasymowicz,Andrzej Koczewski,Andrzej Koczewski
1373,Jesienne wino, z brzękiem ostróg wjechałem do miasta pod jesień było czas złotych liści nastał w kieszeni worek srebra czas do domu wtem za plecami woła głos usiądź razem ze mną spróbuj mego wina z czereśni wiśni resztek lata choć jesień się zaczyna tyle tej jesieni jeszcze jest przed nami zdążysz wrócić do domu nim noc zawita nad drogami hej słońce stało w zenicie bił południowy żar a w gardle kurz przebytych dróg co tam spocznę chwilę przecież nie zaszkodzi do przejścia niedaleką drogę jeszcze mam a ona kusi zbudziłem się w czerwieniach zachodu pod starą karczmą co rynek zamyka zabrała moje srebro duszę i ostrogi zostało pragnienie i tępy głowy ból i pamięć jej słów ,Andrzej Koczewski,Andrzej Koczewski,Andrzej Koczewski
1374,Jeszcze nie czas, wieczór w granatowym swym płaszczu gwiazdy już pozapalał z kątów wyłażą zrudziałe smutki a my gramy na swych gitarach i ciche nutki zbieramy by grały nam razem do taktu niebieskie myśli odganiamy bo przecież jeszcze nie czas jeszcze nie czas swe marzenia do walizek kłaść jeszcze nie czas by piosenki nasze śpiewał tylko wiatr jeszcze nie czas by gitary spały na dnie szaf dopóki tyle jest muzyki jeszcze w nas a kiedy zabraknie przyjaciół by wieczór przegadać do rana to przecież masz jeszcze swoją gitarę strun kilka melodii parę gdy piasek nie chce się wsypać pod oczy i do snu zaprosić to trzeba gdzieś odejść by dłużej nie płakać i smutku w swym sercu nie nosić jeszcze nie czas gdy włożą cię w dębową skrzynkę niech włożą razem z gitarą niech w niebie ci grają struny srebrzyste melodię twą ukochaną jeszcze nie czas ,"Zbigniew Bogdański, Andrzej Koczewski",Zbigniew Bogdański,Andrzej Koczewski
1375,Kamienie, wędrując skalną krainą góry zapisałam wierszem myśli rozczochranych czas przeminął została melodia senna jeszcze myśli rozczochranych czas przeminął została melodia senna jeszcze będę iść z kamieniami błądząc w koronach drzew bo pod słońca powiekami zakwitł rudy bez w ogniu zamknę marzenia które mi przysyła wiatr przykryte mgłą wspomnienia poślę dalej w świat x świerki zapatrzone w niebo tajemnicą gór owiane wędrowanie mą potrzebą bieszczadzką nutą wyśpiewane wędrowanie mą potrzebą bieszczadzką nutą wyśpiewane będę iść z kamieniami ,,,Myśli Rozczochrane Wiatrem Zapisane
1376,Kolory miasta, kolorami miasta namaluję cię w kolorach miasta zamknę dłonie dwie w kolorach miasta wyczaruję nasz świat choć od kolorów miasta uciekam od lat wiosna tu pachnie spaliną choć zapach wolności za bramą ukryty wyrzeźbiłam szarością za szybą tramwaju cień twój rozmyty kolorami miasta szaleństwo chodzi ulicą biegnie i biegnie wciąż goni i goni wzroku podnieść się boję nade mną stukot szlabanów szydercze neony kolorami miasta kropla pragnienia upadła o płyty blokowisk odbiła się echem w anonimowym bezładzie witają mnie ludzie szarym uśmiechem kolorami miasta cisza na placu zaległa księżyc z chodnikiem tango zatańczył włóczę się bladym przedświtem szukając po miejsku połówki pomarańczy kolorami miasta ,,,Myśli Rozczochrane Wiatrem Zapisane
1377,Bez biletu powrotnego, a kiedy mi przyjdzie przyszłość w teraz zamienić marzenia stu wieczorów jak jabłka będą się rumienić a konduktor zacznie wołać jak budzik co wrył się w sen spóźnić się na dobre jutro nie jest trudno biegnę więc wsiądę na stacji przyszłość do pociągu anielskiego koleje losu biegną donikąd bez biletu powrotnego bez biletu powrotnego na na naj a kiedy mi przyjdzie zapłacić za życie bilet a dni co przeminęły bezpowrotnie zostaną w tyle gdy pociąg z mglistego dzisiaj niepewnie tocząc swój bieg dotrze do stacji gdzie tylko cisza wspomnienia śle ,,,Myśli Rozczochrane Wiatrem Zapisane
1378,Dworcowy bezdomny, na jakiś dworzec kolejowy gdzie wóda z życiem za pan brat pijany facet się wtoczył i na ławce bezwładnie siadł kapelusz zsunął na oczy tenże codzienny dworca gość alkohol dawno go zamroczył a on mruczy pod nosem coś do domu wracać nie mam po co ostatni grosz w piwiarni znikł a pod mostami sypiać nocą nie chce nikt nie chce nikt dziurawa kieszeń brudne łachy nieogolony do stu dni nie jemu w mieście cudze dachy on z nich po prostu drwi do domu wracać ,Adam Andryszczyk,Adam Andryszczyk,Krystyna Możejko
1379,Tęskniacz, prowadź melodio ma prowadź mnie moje granie poprzez góry i doliny aż po nieba kres aż po nieba kres prowadź melodio ma prowadź mnie moje granie poprzez góry i doliny póki starczy mi sił póki starczy mi sił ,Adam Andryszczyk,Mariusz Raczyński,Krystyna Możejko
1380,Moje góry łaskawe, moje góry łaskawe dajcie mi święty spokój kiedyś niechaj żyję tu z wami a potem umrę na zielonej połoninie a potem umrę domem teraz i potem bądźcie mi zawsze bo w każdym drzewie chowam duszę niech porywa mnie wiatr porywa wiatr każdego dnia w tajemnicę górskich dróg moje góry łaskawe dajcie mi święty spokój kiedyś niechaj żyję tu z wami a potem umrę na zielonej połoninie kiedy siły mnie opuszczą ,M.Wyka,M.Wyka,Raz do roku
1381,Dziękuję Ci, dziękuję ci za każdy uśmiech twego serca za to że jesteś przy mnie gdy ja w oddali błądzę za górą rzeką i doliną jesteś jak nadzieja nigdy nie gasnąca ostatni promyk słońca gdy noc pochłania jasność biegnę do ciebie jak po tęczy przyjacielu mojej drogi krętej wędrowaniem złączone światy dwa przyjacielu mojej drogi krętej jeszcze niejeden przejdziemy razem szlak dziękuję ci za twoje cierpliwe czekanie za noce prześpiewane i dźwięki wolnej ciszy przy jednym stole i herbacie szczęściem jest że można razem ruszyć w drogę cieszyć się obecnością odkrywać rzeczy nowe biegnę do ciebie jak po tęczy przyjacielu mojej drogi krętej wędrowaniem złączone światy dwa przyjacielu mojej drogi krętej jeszcze niejeden przejdziemy razem szlak dziękuję ci ,Małgorzata i Agnieszka Wyka,,Raz do roku
1382,Nad górami, nad górami burza znowu skala deszczem świętą ziemię świerki stęsknione za słońcem patrzą patrzą i połoniny tęsknią też plączą się w sobie nikt im nie powie kiedy koniec szarości w tym strumieniu prawda spływa nagle życie znika lub odkrywa przed nami swą twarz w strugach deszczu moknę stoję na szczycie czekam na słońce czekam wszystko tonie tonie tonie w kroplach łez słonych nie płacz boże nic to nie pomoże schowaj swoje łzy w białych poduszkach ,,,Raz do roku
1383,Przez przełęcz, starym jeepem gnam przez przełęcz późną nocą lampy aut po oczach mocno świecą mi autostrada nie jest wdzięczną towarzyszką dobrze wiem gdzie właśnie teraz chciałbym być księżycowy blask na śniegu przypomina biel uśmiechu na prześlicznej twarzy twej wiem że jeszcze kilka mocnych kaw wypiję nim dojadę i nareszcie ujrzę cię och jak bardzo chciałbym w twoich spać ramionach o miłości naszej słodkiej sobie śnić ale teraz gnam przez przełęcz późną nocą zeby w czułych twych objęciach w końcu być auto mknie a koła gryzą twardy asfalt w dali wielki znak wskazuje gdzie mój zjazd za godzinę może dwie już będę ztobą i przytulę cię pod niebem pełnym gwiazd ,tłum. Jacek Folęga,Dan Fogelberg,Było Nas Trzech
1384,Whiskey pełny dzban, gdy w słynnych górach kerry raz przemierzałem szczyty ujrzałem jak pieniądze swe kapitan farrel liczył wyjąłem więc pistolet i pokazałem rapier pieniądze albo życie bo rapier mój cię drapnie dzyń dzyń niech dzwonią szkła hej pijmy aż do dna hej pijmy aż do dna gdy whiskey pełen dzban pieniądze policzyłem schowałem do kieszeni a grosz był całkiem niezły więc zaniosłem go mej jenny mówiła przysięgała że nigdy mnie nie zdradzi niech diabli wezmą baby na nie zwykle nie ma rady poszedłem wprost do izby na chwilę zmrużyć oko o złocie śniłem i klejnotach pewnie nie dziwota a jenny broń mi wzięła zalała lufę wodą posłała po farrela by do rzezi się gotował na dworze ledwie dniało gdy do podróży wstałem a tu dokoła straże i sam kapitan farrel wyjąłem więc pistolet bo jenny rapier skryła nie mogłem wodą strzelać ich wygrana łatwą była jedyny mój ratunek to starszy brat mój w armii o ile znajdę jego oddział w cork lub gdzieś w killarney a gdy mnie już wybawi zajrzymy do kilkenny przysięgam będzie lepiej nam niż z moją chytrą jenny niektórzy czerpią rozkosz z pijaństwa i włóczęgi ktoś inny lubi hazard albo pełną fajkę w gębie a mnie raduje zawsze ten sok z jęczmienia złoty z pięknymi panienkami do rana gra w zaloty ,"tłum. Tomasz Borskowski, Jacek Folęga",tradycyjna,Było Nas Trzech
1385,Buty idą dwa, buty idą dwa błoto chlupie w marszu takt już na siebie klnę sił już czuję brak kto wygonił mnie kazał iść w tak podłe dni górska ścieżko powiedz mi a ten plecak garb każe drzewom kłaniać się w dół pochylam grzbiet oddech mi się rwie za zakrętem gdzieś zamajaczył znany kształt już za chwilę będę tam wlewasz już do herbaty rum pierwszy łyk czujesz miłe ciepło ręką kurz z czoła ścierasz już dobrze ci to jest chyba niebo zastanawiam się co mnie wiecznie w góry gna co mnie ciągnie tu już od tylu lat co mi każe iść po tych szlakach wszerz i wzdłuż chociaż nóg nie czuję już buty idą dwa błoto chlupie w marszu takt znów na siebie klnę sił już czuję brak lecz gdy śpiewam tak z każdą nutą jest mi lżej górskiej ścieżki coraz mniej wlewasz już do herbaty rum ,"Piotr Glinka, Katarzyna Gierszewska, Jacek Folęga",Jacek Folęga,Było Nas Trzech
1386,Whiskey przed śniadaniem, raz nad ranem zanim słońce wstało szedłem drogą z głową obolałą wtem ujrzałem gości z butelczyną śpiewających głośno pod leszczyną miej w opiece nas pijaków panie za tę whiskey przed śniadaniem pociągali z flaszki raz po razie obaj byli już na niezłym gazie całkiem długo chyba tam siedzieli bo jak stare woły tak ryczeli miej w opiece nas pijaków panie za tę whiskey przed sniadaniem mówią siadaj łyknij sobie bracie nie ma sprawy skoro nalegacie parę łyków zdrowo pociąganych i trzech nas było nieźle narąbanych miej w opiece nas pijaków panie za tę whiskey przed sniadaniem nasza trójka tak się wydzierała że wioska cała wszystko usłyszała każdy pędem pobiegł pod leszczynę wypić tam niejedną butelczynę miej w opiece nas pijaków panie za tę whiskey przed śniadaniem ,tłum. Jacek Folęga,tradycyjna,Było Nas Trzech
1387,Belgijka (Pieśń o Kowalu), posłuchajcie moi mili jak to pewien kowal żył co bolesne swe wspomnienia chciał obrócić w proch i pył tylko młot młot mu dawał siłę tylko młot ciężki młot kowadła wierny brat wszak to było nie do wiary że z francuzką związał się która jeszcze w noc poślubną czystą wydawała się i choć była bardzo piękna to w jej duszy drzemał wąż niczym nie mógł jej dogodzić zadowolić nie mógł wciąż nie mógł wypić ani kropli nie mógł się z kumplami śmiać gdy ze swoją był kobietą do ust wina nie mógł brać czemu z nią się związał kowal lepiej było wdowcem być siedzieć w swojej małej kuźni i w kowadło młotem bić ,tłum. Jacek Folęga,Lais,Było Nas Trzech
1388,Baw się lalkami, pij tylko mleko zakrywaj dekolt a nie będziesz liczyć straconych lat baw się lalkami chłop to dynamit nie bądź głupia zobacz w co się tu gra pilnuj się nie bierz wyznań serio i wcześnie kładź się spać nie miej ochoty na żadne wzloty patrz w kuchni cieknie kran woda wsiąka w haftowany ręcznie len na kanapie pan nos w gazecie pępkiem tego świata jest nie wierz bajce samograjce omijaj węża trenuj gamy słuchaj mamy nie szukaj męża baw się lalkami chłop to dynamit nie bierz przykładu z jadźki sąsiadów co z pięciorgiem dzieci kabaret ma psa ci kupimy na imieniny nie bądź głupia zobacz w co się tu gra czy ci źle kiedy sama jesteś zabawek tyle masz po co ci grzeszyć po co się spieszyć patrz krótko było naj teraz żale i kolekcja zgrabnych kłamstw diabli wzięli raj został tylko napuszony łysy paw nie wierz bajce samograjce omijaj węża trenuj gamy słuchaj mamy nie szukaj męża baw się lalkami chłop to dynamit nie wierz bajce samograjce siedź lepiej w domu hoduj kwiaty nie dramaty po co to komu baw się lalkami chłop to dynamit ,G. Orlińska,R. Poznakowski,Andrzej Zaucha
1389,Gumisie, misie harcują po lesie szarżują wszędzie ich słychać donośny ich śmiech zawsze zwycięskie waleczne rycerskie każda przygoda zapiera nam dech zobacz sam jak gumisie skaczą tam i siam bo gumisie cały świat już zna gumiś to fajny miś abrakadabra to czary i magia sekretem jest przepis na gumisiowy sok a hokus marokus dostarcza złych pokus lecz misie zwyciężą dla wroga to szok ,,,Andrzej Zaucha
1390,Wymyśliłem Ciebie, dzisiaj nagle wymyśliłem ciebie twoje imię zadźwięczało we mnie choć tyle innych jest znam tylko jego dźwięk do mnie mów najłagodniej jak tylko ty potrafisz i podaj rękę spłoszoną szczęściem nagłym dla ciebie usta moje i ciepło moich dłoni a potem przyjdą noce jak psy wierne pod nasz dom jaką drogę wybierzemy razem spłonął wieczór w horyzoncie gwiazdą ta gwiazda świeci znów nad jedną z naszych dróg w oczy patrz najłagodniej jak tylko ty potrafisz i całuj wargi spłoszone szczęściem nagłym dla ciebie usta moje i ciepło moich dłoni a potem przyjdą noce jak psy wierne pod nasz dom ,A. Kawa,J. Horwath,Andrzej Zaucha
1391,Bądź moim natchnieniem, bądź moim natchnieniem że świat zmienię przeświadczeniem pięknym bądź bo skąd mam je wziąć zły czas unieważnij daj blask mojej wyobraźni myślom mym bądź jak czuły rym improwizacją kolorową rządź ekranizacją moich marzeń bądź bądź grą gdzie co los to fant bądź listem na post restante blondynką mi bądź niedużą i moją wielką muzą ja gram śpiewam tworzę a ty hoże me niebożę przy mnie siądź natchnieniem mym bądź ja jestem facet co w saksofon dmie taką mam pracę nienajlżejszą nie kłopoty mam w moll i w dur potrzeba mi chmur i piór by niosły mnie swingu skrzydła by fraza mi nie brzydła więc bądź moją muzą bądź mi blondyneczką niedużą w skwar czy w deszcz co robić masz wiesz co masz robić wiesz smaż gotuj zmywaj pierz a przytul czasem też artystom takich muz potrzeba i już ,Andrzej Zaucha,Andrzej Zaucha,Andrzej Zaucha
1392,Jak na lotni, ty się śmiejesz z moich marzeń chcesz na ziemi mocno stać a ja z głową w chmurach łażę i nie umiem asem grać i nie umiem asem grać hmm jak na lotni zawieszony płynę hen w dalekie strony i przed ludźmi jak najdalej uciec chcę z dala widzę jak na dłoni że twój świat do nikąd goni i w niepamięć wciąż zamienia każdy dzień ty na wszystko znajdziesz sposób mówiąc prościej umiesz żyć a ja już nie chcę kusić losu wolę własną drogą iść własną drogą wolę iść jak na lotni zawieszony ,A. Sobczak,W. Świergiel,Andrzej Zaucha
1393,C'est la vie, c est la vie cały twój paryż z pocztówek i mgły c est la vie wymyślony c est la vie ciebie obchodzi przejmujesz się tym c est la vie podmiejski pociąg rozwozi twe dni c est la vie wciąż spóźniony c est la vie cały twój paryż dwie drogi na krzyż knajpa kościół widok z mostu knajpa kościół i ten bruk ideał nie tknął go knajpa kościół widok z mostu knajpa kościół i ten bruk tak realny zostaniesz tu ile można tak żyć na palcach zostaniesz tu po złudzenia zostaniesz tu w kaskadzie nocą też grają walca już na rogu kumple jak grzech odwrotu już nie ma nie nie nie wypijesz to wszystko do dna także dziś jak co dnia c est la vie cały twój paryż z pocztówek i mgły c est la vie wymyślony c est la vie cały twój paryż dwie drogi na krzyż knajpa kościół widok z mostu knajpa kościół i ten bruk ideał nie tknął go c est la vie ,J. Cygan,W. Pieregorólka,Andrzej Zaucha
1394,Bezsenność we dwoje, bezsenność we dwoje cudowna niesenność tak łatwo nad rankiem wstępować w codzienność gdy w jedno wierzymy oboje to wiemy że wkrótce już spać nie będziemy od słów najpiękniejszych bezsenność piękniejsza tym piękniej się nie śpi im noc jest ciemniejsza a nie śpi się dłużej im noc dłużej trwa wiesz o tym tak samo jak ja jak zawsze we dwoje cudowna niesenność gdy oczy otwarte przeniknąć chcą ciemność by pojąć zrozumieć wymowę twych źrenic uwierzyć że nic się nie zmieni a wtedy zamarzyć żem twoim kochanym i przez to mi dana bezsenność do rana że dzięki miłości już wiemy oboje co daje bezsenność we dwoje jeśli o nocy wiem co ty powiedz odpowiedz po co sny żyjmy na jawie myślą codzienną ja twoim bezsennym tyś moją bezsenną nigdy nikt nas nie obudził i ze snu nie zerwał zresztą próżno by się trudził snu i tak by nam nie przerwał słońce też nas nie budziło wiatry i deszcze do tej pory jeszcześmy nie spali zawsze nie śpijmy jeszcze bezsenność we dwoje cudowna niesenność ,,,Andrzej Zaucha
1395,Byłaś serca biciem, byłaś serca biciem wiosną zimą życiem marzeń moich echem winem wiatrem śmiechem ostatnio w mieście mym tramwaje po północy błądzą rozkładem nocnych tras piekielne jakieś moce rządzą nie wiedzieć czemu wciąż rozkłady jazdy nam zmieniają że prawie każdy tramwaj pod twym oknem nocą staje ostatnio słońca mniej ostatnio noce bardziej ciemne już nawet księżyc drań o tobie nie chce gadać ze mną w kieszeni grosze dwa w kieszeni na dwa szczęścia grosze w tym jednak losu żart że ja obydwa grosze noszę ktoś pytał jak się masz jak się czujesz ktoś z kim rok w wojnę grasz wyczekuje ktoś kto nocami ulicami tramwajami pod twe okno mknie gdzie spotyka mnie ktoś pytał jak się masz jak się czujesz ktoś z kim rok w wojnę grasz wyczekuje ktoś kto nocami ulicami tramwajami pod twe okno mknie gdzie spotyka mnie ,Z. Kiążek,J. Dobrzyński,Andrzej Zaucha
1396,Idę, pójdę tam gdzie serca biją równiej gdzie zegary tracą rytm tam gdzie można śmiać się w niepogodę gdzie słońce świeci dłużej kiedy wstajesz lewą nogą o nie martw się może jutro znów pójdziesz tam pójdę tam gdzie ludzie okłamują swoje diabły tam gdzie nie podnosi nikt z ulicy ukradkiem papierosa kiedy wstajesz ,,,Jerzy Filar
1397,Zakochani, w śniegu słońcem połączeni plotąc tkliwości przędzę ponad czasem żyją sami w wirze zdarzeń krok za krokiem krok za krokiem idąc tropem sarnim zakochani deszczu kroplę ci utoczę w świecidełko przejrzyste rozniebieszczę morze rozszeleszczę liście lat już tyle lat już tyle połączeni snami zakochani dam dłoni ciepła garstkę oczu palcami dotknę chcesz powróżę z kart ci ciszę zwielokrotnię coraz bliżej coraz bliżej wspólne oddychanie zakochani na kobiercu resztek zimy ręce związane chmurą biblią połoniny błogosławią góry dokąd idą dokąd idą życia stromą granią zakochani ,,,Wolna Grupa Bukowina
1398,Apologia kobiety pracującej, ty któraś jest w dymu obłokach kobieto o kłębach bogini sytości ołtarzem twym bufet dzień cały na nogach stęchła i zmięta robota jak pościel ukazać twej pracy melodię oto cel tej apologii ty któraś jest w chłodzie tramwaju w mundurze świecącym sie trudem siedzenia od zmiany do zmiany godziny mijają i jakże odległa przytulna zajezdnia ukazać twej pracy melodię oto cel tej apologii ty któraś jest w brzuchu straganu pomiędzy jabłkami cebulą i koprem piecykiem waciaka po nos zakutana dzień cały swarliwa padnięta wieczorem ukazać twej pracy melodię oto cel tej apologii ty któraś jest w pianie i parze i ścierach i miotłach i paście skolimów wsparta na krzepkiej budowy odnóżach z urzędu do szkoły boć przecie rodzina ukazać twej pracy melodię i oto cel tej apologii ty któraś jest schłopiała czasem w mundurze fartuchu z włosami pod czapką ja wiem że bhp lecz prośbę mam taką pozostań kobietą dziś rzadką bo nową chce stworzyć melodię twórca tej apologii ,,,Wolna Grupa Bukowina
1399,Nocna piosenka o mieście, w mieście jak ryby tramwaje a miasto jak studnia bez dna a niebo jak żuraw a niebo jak żuraw schyla się nocą i świtem i powstaje nad rybną studnią bez dna zaułków lipcem sparzonych wyciszyć nie może zmrok zasiedli na ławkach zasiedli na ławkach ludzie co twarze dniem umęczone pod lipiec kładą i zmrok nie śpię bo spotkać chcę w mieście tę ciszę co gęsta jak noc rozmawiać z krokami swoimi krokami i oto idę miastu na przeciw choć wokół cisza i noc czekam aż neon przytłumi rozmytą latarnię dnia odnajdą się cienie odnajdą się cienie i ludźmi ulice zatłumią czekam na przyjście dnia czekam na przyjście dnia ,W. Belon,W. Belon,Wolna Grupa Bukowina
1400,Chmurkolistny, w jakim byłeś zachwyceniu że poznałeś śpisz na chmielu złotym środkiem tyś w rumianie chmurkolistny w mroku panie złotym środkiem tyś w rumiany chmurkolistny mroku panie po twym czole księżyc płynie jak car chodzisz w białej zimie z twego palca serdecznego ulatuje mój poemat w jakim byłeś zachwyceniu że poznałeś latasz sobie w złotej sukni jemioły w buchającej parze koni ,Jerzy Harasymowicz,Grażyna Kulawik,Wolna Grupa Bukowina
1401,Bukowina II, dość wytoczyli bań próżnych przed domy kalecy żyją jak żyli bezwolni głusi i ślepi nie współczuj szkoda łez i żalu bezbarwni są bo chcą być szarzy ty wyżej wyżej bądź i dalej niż ci co się wyzbyli marzeń niechaj zalśni bukowina w barwie malin niechaj zabrzmi bukowina w wiatru szumie dzień minął dzień minął nadszedł wieczór świece gwiazd zapalił siadł przy ogniu pieśń posłyszał i umilkł po dniach zgiełkliwych po nocach wyłożonych brukiem w zastygłym szkliwie gwiazd neonowych próżno szukać tego co tylko zielonością na palcach zaplecionych drzemie rozewrzyj dłonie mocniej mocniej za kark chwyć słońce sięgnij w niebo odnaleźć musisz gdzie chmury górom dłoń podają gdzie deszcz i susza gdzie lipce październiki maje stają się rokiem węzłem życia swój dom bukowy zawieszony u nieba pnia kroplą żywicy błękitny złoty i zielony ,,W. Juszczyszyn,Wolna Grupa Bukowina
1402,Nuta z Ponidzia, polami polami po miedzach po miedzach po błocku skisłym w mgłę i wiatr nie za szybko kroki drobiąc idzie wiosna idzie nam rozłożyła wiosna spódnicę zieloną przykryła błota bury łan pachnie ziemia ciałem młodym póki wiosna póki trwa rozpuściła wiosna warkocze kwieciste zbarwiały łąki niczym kram będzie odpust pod wiślicą póki wiosna póki trwa ponidzie wiosenne ponidzie leniwe prężysz się jak do słońca kot rozciągnięte po tych polach lichych lasach w pstrych łozinach skałkach w słońcu rozognionym nidą w łąkach roziskrzoną na ponidziu wiosna trwa na ponidziu ,W. Belon,W. Belon,Wolna Grupa Bukowina
1403,Blues o powrocie, i znowu widzę mrok zostawiłem jak łach znoszony wzbija się ze mnie dnia jasny gołąb w nieba koronę kłaniam się światłu i znowu widzę mrok zostawiłem i znowu idę nozdrza pęcznieją wilgotnym wiatrem w uszy się wdziera powietrza łomot po pustym trakcie kłaniam się drodze gdy nozdrza pęcznieją wiatrem i znowu śpiewam język mi bije sercem od dzwonu po dniach milczenia krzykiem wędruje po nieboskłonie kłaniam się niebu i znowu śpiewam po dniach milczenia i znowu jestem grzeją mnie myśli jak wódka w żyłach rośnie gmach we mnie ze świadomością że już w nim byłem kłaniam się myślom które grzeją jak wódka w żyłach i znowu czuję dookoła siebie ludzką obecność pośród przyjaciół i wobec wrogów znów sobą jestem kłaniam się ludziom bo znowu czuję w sobie ludzką obecność kłaniam się ludziom bo znowu czuję w sobie ludzką obecność ,Wojciech Belon,Wacław Juszczyszyn,Wolna Grupa Bukowina
1404,Ballada o Cześku Piekarzu, chleba takiego jak ten od cześka nie kupisz nigdzie nawet w warszawie bo czesiek piekarz nie piekł lecz tworzył bochny jak z mąki słonecznej kołacze kłaniali mu się ludzie gdy wyjrzał przez okno w kitlu łyknąć powietrza a kromkę masłem smarując każdy mówił nad chleby ten chleb od cześka chleb się chlebie chleb się chlebie ponad chleb być może co chleb się chlebie chleb się chlebie nich ci nigdy nie zabraknie drożdży wody rąk i ziarna mruczał czesiek tak noc w noc a o porankach chlebem pachnących gdy pora idzie spać na piekarzy zaczerwienione przymykał oczy czesiek i siadał z dłutem przy stole ciągle te same włosy i trochę za duży nos w drewnie cierpliwym pieściły ręce dziesiątki razy w poranki świeżym chlebem pachnące nikt takich słów jak miasto miastem nie znał i źle się dzieje mówili na obraz czerniał czesiek razowca kruszał podobnie bułce zleżałej gdy go znaleźli na pasku z wojska dłuto jak wbite w bochen miał w garści i nie wie nikt co cześka wzięło lecz śpiewa każdy jak miasto miastem ,Wojciech Belon,Wojciech Belon,Wolna Grupa Bukowina
1405,Sprzysiężeni, sprzysiężeni budząc się świtem przykrywają palcami oczy by zatrzymać chociaż przez chwilę nić wysnutą z osnowy nocy nić co nieba barwą się mieniąc diretissimę w ścianie kreśli potem dnia zakładają brzemię i ruszają w drogę ku szczęściu mija dzień koło się toczy marzeniami kładą się cienie i odradza się każdej nocy i odradza się każdej nocy sprzysiężenie górskiego kamienia sprzysiężeni przyjazne dłonie plotą węzeł nad ogniem watry i wpatrzeni w gasnący płomień nucą pieśni pachnące wiatrem nie rozplotą ni burze ni waśnie tego co złączone przez ognień słońce wokół wciąż jaśniej i jaśniej zakwitł kamień dziś górskim głogiem a gdy wiatr sprzysiężonym w oczy zawieje bliski uśmiech w cień nocy odejdzie bukowina opuszcza ramiona bukowina łeb pochyla siwy czas odpływa z czasem smutek kona lecz wspomnienia pozostają żywe ,,,Wolna Grupa Bukowina
1406,Beskid, wiosną barwy gór i ptaków śpiew wabią nas słońca promień budzi nas ze snu dawne drogi wiodą poprzez las brąz cerkiewek wśród zielonych drzew żali się na samotność wśród beskidzkich wzgórz ślad przeszłości znaleźliśmy tu beskidzie beskidzie piękny zapomniany świeża zieleń bzu stoków gór szmer strumienia ukołysze nas do snu czasem słońce skryje się wśród chmur dąsa się jego ciepłych pieszczot pragnie świat jak dziewczyna której nie chce nikt smutny świątek na rozstajach dróg słucha próśb które doń zanosi cały świat może słońce rozpromieni twarz beskidzie beskidzie szary zapłakany za mgłą szczyty twe skryte są słońce z nich wykrawa barwy wiosny wnet ,,,Wolna Grupa Bukowina
1407,Andrzejowi Jędryczkowskiemu, związały nas światła mgławic porozrzucanych po niebie tysiącem malutkich światów i naszą była moja i twoja droga przed siebie tkwiliśmy w barwach i wierszach the answer my friend pamiętasz zapomniałem o twoich urodzinach nie uścisnąłem ci dłoni nie przepiliśmy winem wspomnień z lat brzmiących w pieśniach pamiętasz pierwsze dźwięki przeze mnie wydobyte z ogranej gitary a świętokrzyskie wrześnie wspominasz czasem odległe już dzisiaj chwile gdy w barze kwaśnym nalotem piwa pokryci paląc z sztubacka po męsku o dziewczynach gadaliśmy o świecie pragnąc go zmienić na lepszy dziś dłońmi szukając wokoło nie spotkam twojego oddechu i różne są nasze drogi i jakiś inny ten wrzesień gdy mój i twój szlak się przetnie porozmawiamy przez chwilę a każdy innym językiem i coraz bardziej blednie gwiazda którąśmy na niebie obserwowali tak długo przez jeden skromny teleskop widać tak trzeba uderzam w struny i oto wraca pieśnią to cośmy wspólnie przeżyli dłoń dziś do ciebie wyciągam może znowu przy ognisku powróci to co było ,,,Wolna Grupa Bukowina
